Filename	Position Index	X Position	Y Position	Baseline Offset [N]	Baseline Slope [N/m]	Contact Point Offset [m]	Young's Modulus [Pa]	Contact Point [m]	Baseline [N]	Discontinuity Position	Discontinuity Width [m]	Adhesion [N]	ResidualRMS [N]
qi_treated28_top-data-2023.04.26-17.04.50.562_14992.jpk-qi-series	14992	-7.54324e-06	7.36521e-06	-2.16036e-07	-0.00522767	4.16398e-06	3.10783e+07	4.82971e-09	-1.38341e-10		0.00000	0.00000	8.71686e-09
qi_treated28_top-data-2023.04.26-17.04.50.562_14993.jpk-qi-series	14993	-7.38699e-06	7.36521e-06	-2.16589e-07	-0.00515602	4.17049e-06	2.86582e+07	-2.83146e-08	-3.92377e-11		0.00000	0.00000	8.25270e-09
qi_treated28_top-data-2023.04.26-17.04.50.562_14994.jpk-qi-series	14994	-7.23074e-06	7.36521e-06	-2.16774e-07	-0.00509709	4.18076e-06	2.33495e+07	-5.07123e-08	-7.62494e-11		0.00000	0.00000	8.59780e-09
qi_treated28_top-data-2023.04.26-17.04.50.562_14995.jpk-qi-series	14995	-7.07449e-06	7.36521e-06	-2.17021e-07	-0.00503774	4.19358e-06	2.34403e+07	-8.74049e-08	-4.20276e-11		0.00000	0.00000	8.19972e-09
qi_treated28_top-data-2023.04.26-17.04.50.562_14996.jpk-qi-series	14996	-6.91824e-06	7.36521e-06	-2.15860e-07	-0.00516282	4.18369e-06	2.05621e+07	-1.00107e-07	-1.78868e-10		0.00000	0.00000	7.95267e-09
qi_treated28_top-data-2023.04.26-17.04.50.562_14997.jpk-qi-series	14997	-6.76199e-06	7.36521e-06	-2.14785e-07	-0.00530169	4.18292e-06	2.02188e+07	-1.23623e-07	-2.25954e-10		0.00000	0.00000	7.28146e-09
qi_treated28_top-data-2023.04.26-17.04.50.562_14998.jpk-qi-series	14998	-6.60574e-06	7.36521e-06	-2.14626e-07	-0.00531853	4.18443e-06	1.94750e+07	-1.43821e-07	-2.13995e-10		0.00000	0.00000	7.26993e-09
qi_treated28_top-data-2023.04.26-17.04.50.562_14999.jpk-qi-series	14999	-6.44949e-06	7.36521e-06	-2.14603e-07	-0.00530211	3.95117e-06	1.94689e+07	6.88408e-08	-2.75468e-10		0.00000	0.00000	6.85403e-09
qi_treated28_top-data-2023.04.26-17.04.50.562_15000.jpk-qi-series	15000	-6.29324e-06	7.36521e-06	-2.14140e-07	-0.00535775	3.93123e-06	1.88613e+07	7.17750e-08	-2.73841e-10		0.00000	0.00000	7.02459e-09
qi_treated28_top-data-2023.04.26-17.04.50.562_15001.jpk-qi-series	15001	-6.13699e-06	7.36521e-06	-2.14913e-07	-0.00524041	3.91834e-06	2.05850e+07	6.64878e-08	-1.71832e-10		0.00000	0.00000	6.85709e-09
qi_treated28_top-data-2023.04.26-17.04.50.562_15002.jpk-qi-series	15002	-5.98074e-06	7.36521e-06	-2.14924e-07	-0.00524991	3.90419e-06	2.02099e+07	6.92983e-08	-1.78059e-10		0.00000	0.00000	7.29421e-09
qi_treated28_top-data-2023.04.26-17.04.50.562_15003.jpk-qi-series	15003	-5.82449e-06	7.36521e-06	-2.15187e-07	-0.00522282	3.88180e-06	2.07672e+07	6.91405e-08	-1.19132e-10		0.00000	0.00000	7.35618e-09
qi_treated28_top-data-2023.04.26-17.04.50.562_15004.jpk-qi-series	15004	-5.66824e-06	7.36521e-06	-2.14890e-07	-0.00524262	3.86081e-06	2.15174e+07	6.43618e-08	-1.23972e-10		0.00000	0.00000	6.58236e-09
qi_treated28_top-data-2023.04.26-17.04.50.562_15005.jpk-qi-series	15005	-5.51199e-06	7.36521e-06	-2.15853e-07	-0.00512664	3.84367e-06	2.15727e+07	5.81778e-08	1.75923e-12		0.00000	0.00000	5.47345e-09
qi_treated28_top-data-2023.04.26-17.04.50.562_15006.jpk-qi-series	15006	-5.35574e-06	7.36521e-06	-2.16751e-07	-0.00500012	3.82350e-06	2.22826e+07	5.43483e-08	2.04963e-10		0.00000	0.00000	5.16665e-09
qi_treated28_top-data-2023.04.26-17.04.50.562_15007.jpk-qi-series	15007	-5.19949e-06	7.36521e-06	-2.16651e-07	-0.00501310	3.81723e-06	2.55868e+07	5.97779e-08	5.18922e-11		0.00000	0.00000	6.58217e-09
qi_treated28_top-data-2023.04.26-17.04.50.562_15008.jpk-qi-series	15008	-5.04324e-06	7.36521e-06	-2.15671e-07	-0.00513340	3.81065e-06	3.26257e+07	6.15886e-08	-7.78804e-11		0.00000	0.00000	9.37584e-09
qi_treated28_top-data-2023.04.26-17.04.50.562_15009.jpk-qi-series	15009	-4.88699e-06	7.36521e-06	-2.15594e-07	-0.00513897	3.80330e-06	4.46763e+07	5.19217e-08	-1.00901e-11		0.00000	0.00000	8.91999e-09
qi_treated28_top-data-2023.04.26-17.04.50.562_15010.jpk-qi-series	15010	-4.73074e-06	7.36521e-06	-2.15180e-07	-0.00517501	3.78196e-06	4.73082e+07	5.01647e-08	-7.37708e-11		0.00000	0.00000	8.47660e-09
qi_treated28_top-data-2023.04.26-17.04.50.562_15011.jpk-qi-series	15011	-4.57449e-06	7.36521e-06	-2.15072e-07	-0.00518178	3.77089e-06	6.56542e+07	4.35081e-08	-8.19353e-11		0.00000	0.00000	8.31687e-09
qi_treated28_top-data-2023.04.26-17.04.50.562_15012.jpk-qi-series	15012	-4.41824e-06	7.36521e-06	-2.14475e-07	-0.00524787	3.77379e-06	9.82473e+07	3.22721e-08	-1.12925e-10		0.00000	0.00000	7.46015e-09
qi_treated28_top-data-2023.04.26-17.04.50.562_15013.jpk-qi-series	15013	-4.26199e-06	7.36521e-06	-2.14701e-07	-0.00522639	3.78318e-06	1.19798e+08	7.79564e-09	-8.07383e-12		0.00000	0.00000	7.01303e-09
qi_treated28_top-data-2023.04.26-17.04.50.562_15014.jpk-qi-series	15014	-4.10574e-06	7.36521e-06	-2.15000e-07	-0.00518605	3.78787e-06	1.40844e+08	-1.59973e-08	6.45741e-11		0.00000	0.00000	6.62877e-09
qi_treated28_top-data-2023.04.26-17.04.50.562_15015.jpk-qi-series	15015	-3.94949e-06	7.36521e-06	-2.15432e-07	-0.00512316	3.79738e-06	1.70017e+08	-3.36649e-08	1.28165e-10		0.00000	0.00000	5.25005e-09
qi_treated28_top-data-2023.04.26-17.04.50.562_15016.jpk-qi-series	15016	-3.79324e-06	7.36521e-06	-2.14646e-07	-0.00519605	3.79463e-06	1.26048e+08	2.06909e-08	2.80394e-11		0.00000	0.00000	5.08629e-09
qi_treated28_top-data-2023.04.26-17.04.50.562_15017.jpk-qi-series	15017	-3.63699e-06	7.36521e-06	-2.13400e-07	-0.00533044	3.82509e-06	2.17639e+08	2.05081e-08	-1.30161e-10		0.00000	0.00000	5.71219e-09
qi_treated28_top-data-2023.04.26-17.04.50.562_15018.jpk-qi-series	15018	-3.48074e-06	7.36521e-06	-2.13572e-07	-0.00530955	3.88321e-06	2.63525e+08	1.85622e-08	-1.29117e-10		0.00000	0.00000	5.27645e-09
qi_treated28_top-data-2023.04.26-17.04.50.562_15019.jpk-qi-series	15019	-3.32449e-06	7.36521e-06	-2.12684e-07	-0.00539817	3.96072e-06	2.42888e+08	6.89598e-09	-1.16970e-10		0.00000	0.00000	3.21376e-09
qi_treated28_top-data-2023.04.26-17.04.50.562_15020.jpk-qi-series	15020	-3.16824e-06	7.36521e-06	-2.13548e-07	-0.00526711	4.23491e-06	3.07833e+08	-1.48644e-07	-1.84796e-11		0.00000	0.00000	4.66743e-09
qi_treated28_top-data-2023.04.26-17.04.50.562_15021.jpk-qi-series	15021	-3.01199e-06	7.36521e-06	-2.13241e-07	-0.00529900	4.25293e-06	3.19105e+08	-1.18230e-07	2.69981e-11		0.00000	0.00000	5.05959e-09
qi_treated28_top-data-2023.04.26-17.04.50.562_15022.jpk-qi-series	15022	-2.85574e-06	7.36521e-06	-2.13396e-07	-0.00528289	4.24643e-06	3.40572e+08	-5.20176e-08	-8.49206e-12		0.00000	0.00000	4.66449e-09
qi_treated28_top-data-2023.04.26-17.04.50.562_15023.jpk-qi-series	15023	-2.69949e-06	7.36521e-06	-2.12655e-07	-0.00534588	4.23759e-06	3.42989e+08	-7.44691e-09	-1.34690e-10		0.00000	0.00000	5.00912e-09
qi_treated28_top-data-2023.04.26-17.04.50.562_15024.jpk-qi-series	15024	-2.54324e-06	7.36521e-06	-2.12456e-07	-0.00534395	4.25111e-06	3.05404e+08	-9.13136e-10	-1.29948e-10		0.00000	0.00000	5.05401e-09
qi_treated28_top-data-2023.04.26-17.04.50.562_15025.jpk-qi-series	15025	-2.38699e-06	7.36521e-06	-2.12637e-07	-0.00532465	4.26501e-06	3.72701e+08	1.43840e-08	-1.02150e-10		0.00000	0.00000	4.80005e-09
qi_treated28_top-data-2023.04.26-17.04.50.562_15026.jpk-qi-series	15026	-2.23074e-06	7.36521e-06	-2.12625e-07	-0.00530879	4.24588e-06	3.88439e+08	1.45676e-08	-1.03853e-10		0.00000	0.00000	5.40854e-09
qi_treated28_top-data-2023.04.26-17.04.50.562_15027.jpk-qi-series	15027	-2.07449e-06	7.36521e-06	-2.11976e-07	-0.00537715	4.24296e-06	4.48056e+08	1.21154e-08	-1.69443e-10		0.00000	0.00000	4.71036e-09
qi_treated28_top-data-2023.04.26-17.04.50.562_15028.jpk-qi-series	15028	-1.91824e-06	7.36521e-06	-2.12792e-07	-0.00525659	4.24073e-06	3.35409e+08	-4.45170e-08	-6.74687e-11		0.00000	0.00000	5.66938e-09
qi_treated28_top-data-2023.04.26-17.04.50.562_15029.jpk-qi-series	15029	-1.76199e-06	7.36521e-06	-2.12800e-07	-0.00526107	4.23703e-06	3.38799e+08	-7.41618e-08	-1.07855e-11		0.00000	0.00000	5.77783e-09
qi_treated28_top-data-2023.04.26-17.04.50.562_15030.jpk-qi-series	15030	-1.60574e-06	7.36521e-06	-2.12775e-07	-0.00525515	4.24679e-06	1.30079e+08	-7.19261e-08	1.23725e-11		0.00000	0.00000	3.83248e-09
qi_treated28_top-data-2023.04.26-17.04.50.562_15031.jpk-qi-series	15031	-1.44949e-06	7.36521e-06	-2.12455e-07	-0.00529203	4.32044e-06	1.03931e+08	-2.82132e-08	4.01007e-10		0.00000	0.00000	7.85651e-09
qi_treated28_top-data-2023.04.26-17.04.50.562_15032.jpk-qi-series	15032	-1.29324e-06	7.36521e-06	-2.11463e-07	-0.00539979	4.68179e-06	7.90197e+07	1.73050e-11	-1.81982e-10		0.00000	0.00000	5.96666e-09
qi_treated28_top-data-2023.04.26-17.04.50.562_15033.jpk-qi-series	15033	-1.13699e-06	7.36521e-06	-2.10404e-07	-0.00552416	4.87865e-06	5.91692e+07	3.90391e-08	-3.41222e-10		0.00000	0.00000	6.48441e-09
qi_treated28_top-data-2023.04.26-17.04.50.562_15034.jpk-qi-series	15034	-9.80741e-07	7.36521e-06	-2.11161e-07	-0.00541645	5.04601e-06	8.03966e+07	-3.15857e-09	-2.15956e-10		0.00000	0.00000	3.59588e-09
qi_treated28_top-data-2023.04.26-17.04.50.562_15035.jpk-qi-series	15035	-8.24491e-07	7.36521e-06	-2.11231e-07	-0.00541876	5.20112e-06	1.22219e+08	3.17250e-08	-2.21705e-10		0.00000	0.00000	8.44504e-09
qi_treated28_top-data-2023.04.26-17.04.50.562_15036.jpk-qi-series	15036	-6.68241e-07	7.36521e-06	-2.12386e-07	-0.00528549	5.26360e-06	2.92356e+08	1.75601e-08	9.27123e-12		0.00000	0.00000	4.49398e-09
qi_treated28_top-data-2023.04.26-17.04.50.562_15037.jpk-qi-series	15037	-5.11991e-07	7.36521e-06	-2.12615e-07	-0.00525059	5.48905e-06	1.07926e+08	2.75646e-08	-8.18843e-11		0.00000	0.00000	5.02393e-09
qi_treated28_top-data-2023.04.26-17.04.50.562_15038.jpk-qi-series	15038	-3.55741e-07	7.36521e-06	-2.11378e-07	-0.00537083	5.55914e-06	5.18338e+08	1.08818e-08	-1.70617e-10		0.00000	0.00000	4.15745e-09
qi_treated28_top-data-2023.04.26-17.04.50.562_15039.jpk-qi-series	15039	-1.99491e-07	7.36521e-06	-2.10782e-07	-0.00541896	5.60422e-06	3.53785e+08	1.56227e-08	-1.85513e-10		0.00000	0.00000	4.87379e-09
qi_treated28_top-data-2023.04.26-17.04.50.562_15040.jpk-qi-series	15040	-4.32413e-08	7.36521e-06	-2.11356e-07	-0.00535097	5.63952e-06	1.56058e+08	2.76330e-08	-1.83392e-10		0.00000	0.00000	6.34814e-09
qi_treated28_top-data-2023.04.26-17.04.50.562_15041.jpk-qi-series	15041	1.13009e-07	7.36521e-06	-2.10368e-07	-0.00545321	5.66712e-06	9.58024e+07	3.09003e-08	-2.68972e-10		0.00000	0.00000	5.59289e-09
qi_treated28_top-data-2023.04.26-17.04.50.562_15042.jpk-qi-series	15042	2.69259e-07	7.36521e-06	-2.11558e-07	-0.00531942	5.72624e-06	1.18806e+08	3.48026e-08	-1.89537e-10		0.00000	0.00000	1.07304e-08
qi_treated28_top-data-2023.04.26-17.04.50.562_15043.jpk-qi-series	15043	4.25509e-07	7.36521e-06	-2.12416e-07	-0.00524645	5.98386e-06	9.28853e+07	-1.08920e-07	2.78713e-11		0.00000	0.00000	6.19192e-09
qi_treated28_top-data-2023.04.26-17.04.50.562_15044.jpk-qi-series	15044	5.81759e-07	7.36521e-06	-2.08484e-07	-0.00562266	6.41889e-06	9.81765e+07	-3.98295e-08	-4.47852e-10		0.00000	0.00000	5.41267e-09
qi_treated28_top-data-2023.04.26-17.04.50.562_15045.jpk-qi-series	15045	7.38009e-07	7.36521e-06	-2.10172e-07	-0.00545586	6.62141e-06	2.20104e+08	1.59893e-08	-1.86976e-10		0.00000	0.00000	4.88211e-09
qi_treated28_top-data-2023.04.26-17.04.50.562_15046.jpk-qi-series	15046	8.94259e-07	7.36521e-06	-2.11050e-07	-0.00535980	6.88707e-06	4.32325e+07	1.20361e-08	-6.43934e-11		0.00000	0.00000	5.57395e-09
qi_treated28_top-data-2023.04.26-17.04.50.562_15047.jpk-qi-series	15047	1.05051e-06	7.36521e-06	-2.10586e-07	-0.00539596	7.13378e-06	1.39302e+08	1.39739e-08	-1.77054e-10		0.00000	0.00000	4.91639e-09
qi_treated28_top-data-2023.04.26-17.04.50.562_15048.jpk-qi-series	15048	1.20676e-06	7.36521e-06	-2.10433e-07	-0.00541577	7.35526e-06	1.75190e+08	-7.42682e-08	-1.44536e-10		0.00000	0.00000	3.46121e-09
qi_treated28_top-data-2023.04.26-17.04.50.562_15049.jpk-qi-series	15049	1.36301e-06	7.36521e-06	-2.09140e-07	-0.00550930	7.40290e-06	2.87862e+08	1.47931e-08	-3.12483e-10		0.00000	0.00000	3.39355e-09
qi_treated28_top-data-2023.04.26-17.04.50.562_15050.jpk-qi-series	15050	1.51926e-06	7.36521e-06	-2.09805e-07	-0.00545411	7.54990e-06	1.61532e+08	1.69288e-08	-2.25743e-10		0.00000	0.00000	2.23275e-09
qi_treated28_top-data-2023.04.26-17.04.50.562_15051.jpk-qi-series	15051	1.67551e-06	7.36521e-06	-2.08190e-07	-0.00559705	7.67783e-06	1.16283e+08	6.68863e-09	-1.57261e-10		0.00000	0.00000	5.59889e-09
qi_treated28_top-data-2023.04.26-17.04.50.562_15052.jpk-qi-series	15052	1.83176e-06	7.36521e-06	-2.07968e-07	-0.00561044	7.76948e-06	6.73686e+07	6.06070e-08	-5.82391e-10		0.00000	0.00000	1.81123e-08
qi_treated28_top-data-2023.04.26-17.04.50.562_15053.jpk-qi-series	15053	1.98801e-06	7.36521e-06	-2.07349e-07	-0.00564025	7.83660e-06	3.13570e+08	1.99583e-08	-4.97641e-10		0.00000	0.00000	7.33978e-09
qi_treated28_top-data-2023.04.26-17.04.50.562_15054.jpk-qi-series	15054	2.14426e-06	7.36521e-06	-2.08048e-07	-0.00557031	7.84211e-06	1.04375e+08	2.99651e-08	-4.99172e-10		0.00000	0.00000	8.56947e-09
qi_treated28_top-data-2023.04.26-17.04.50.562_15055.jpk-qi-series	15055	2.30051e-06	7.36521e-06	-2.08030e-07	-0.00557820	7.87430e-06	1.04652e+08	3.64176e-08	-4.76528e-10		0.00000	0.00000	8.25808e-09
qi_treated28_top-data-2023.04.26-17.04.50.562_15056.jpk-qi-series	15056	2.45676e-06	7.36521e-06	-2.07638e-07	-0.00560510	7.82197e-06	4.87598e+07	5.44888e-08	-5.79542e-10		0.00000	0.00000	1.00820e-08
qi_treated28_top-data-2023.04.26-17.04.50.562_15057.jpk-qi-series	15057	2.61301e-06	7.36521e-06	-2.08377e-07	-0.00554698	7.79697e-06	4.35950e+07	5.89223e-08	-4.84634e-10		0.00000	0.00000	1.03932e-08
qi_treated28_top-data-2023.04.26-17.04.50.562_15058.jpk-qi-series	15058	2.76926e-06	7.36521e-06	-2.08374e-07	-0.00553877	7.73502e-06	6.06207e+07	4.95312e-08	-4.75163e-10		0.00000	0.00000	1.01452e-08
qi_treated28_top-data-2023.04.26-17.04.50.562_15059.jpk-qi-series	15059	2.92551e-06	7.36521e-06	-2.06775e-07	-0.00567587	7.64410e-06	1.09948e+08	2.35801e-08	-3.17438e-10		0.00000	0.00000	4.23666e-09
qi_treated28_top-data-2023.04.26-17.04.50.562_15060.jpk-qi-series	15060	3.08176e-06	7.36521e-06	-2.07266e-07	-0.00561809	7.54183e-06	2.43102e+08	1.12389e-08	-2.96778e-10		0.00000	0.00000	1.88563e-09
qi_treated28_top-data-2023.04.26-17.04.50.562_15061.jpk-qi-series	15061	3.23801e-06	7.36521e-06	-2.06699e-07	-0.00565202	7.43107e-06	3.60310e+08	4.45930e-09	-4.26865e-10		0.00000	0.00000	2.43635e-09
qi_treated28_top-data-2023.04.26-17.04.50.562_15062.jpk-qi-series	15062	3.39426e-06	7.36521e-06	-2.08016e-07	-0.00553115	7.27502e-06	2.38496e+08	1.60258e-08	-3.16761e-10		0.00000	0.00000	3.90912e-09
qi_treated28_top-data-2023.04.26-17.04.50.562_15063.jpk-qi-series	15063	3.55051e-06	7.36521e-06	-2.08746e-07	-0.00548330	7.09592e-06	3.07602e+08	-8.53562e-10	-1.64832e-10		0.00000	0.00000	2.53605e-09
qi_treated28_top-data-2023.04.26-17.04.50.562_15064.jpk-qi-series	15064	3.70676e-06	7.36521e-06	-2.10419e-07	-0.00531336	6.99870e-06	2.25910e+08	1.37236e-08	-1.46013e-10		0.00000	0.00000	6.61456e-09
qi_treated28_top-data-2023.04.26-17.04.50.562_15065.jpk-qi-series	15065	3.86301e-06	7.36521e-06	-2.10745e-07	-0.00528249	6.87181e-06	1.24524e+07	-2.19108e-08	-1.36649e-10		0.00000	0.00000	9.90406e-09
qi_treated28_top-data-2023.04.26-17.04.50.562_15066.jpk-qi-series	15066	4.01926e-06	7.36521e-06	-2.11526e-07	-0.00518224	5.31073e-06	1.47884e+07	3.73092e-08	3.36770e-09		0.00000	0.00000	1.90612e-08
qi_treated28_top-data-2023.04.26-17.04.50.562_15067.jpk-qi-series	15067	4.17551e-06	7.36521e-06	-2.11543e-07	-0.00512957	4.58151e-06	5.38412e+07	1.53292e-08	3.17652e-10		0.00000	0.00000	4.23860e-09
qi_treated28_top-data-2023.04.26-17.04.50.562_15068.jpk-qi-series	15068	4.33176e-06	7.36521e-06	-2.11317e-07	-0.00513027	4.03279e-06	7.78323e+07	2.55599e-08	1.25234e-10		0.00000	0.00000	5.28011e-09
qi_treated28_top-data-2023.04.26-17.04.50.562_15069.jpk-qi-series	15069	4.48801e-06	7.36521e-06	-2.11749e-07	-0.00501794	4.02676e-06	2.65584e+06	1.73006e-07	-5.76155e-10		0.00000	0.00000	2.46202e-08
qi_treated28_top-data-2023.04.26-17.04.50.562_15070.jpk-qi-series	15070	4.64426e-06	7.36521e-06	-2.10355e-07	-0.00517659	3.94349e-06	4.97140e+06	5.87626e-08	4.31797e-10		0.00000	0.00000	1.98576e-08
qi_treated28_top-data-2023.04.26-17.04.50.562_15071.jpk-qi-series	15071	4.80051e-06	7.36521e-06	-2.09847e-07	-0.00522867	3.89418e-06	2.83146e+06	2.04593e-07	-9.66665e-10		0.00000	0.00000	4.01513e-08
qi_treated28_top-data-2023.04.26-17.04.50.562_15072.jpk-qi-series	15072	4.95676e-06	7.36521e-06	-2.12514e-07	-0.00490025	3.90227e-06	6.05584e+07	3.54774e-08	1.85658e-10		0.00000	0.00000	7.05899e-09
qi_treated28_top-data-2023.04.26-17.04.50.562_15073.jpk-qi-series	15073	5.11301e-06	7.36521e-06	-2.10407e-07	-0.00518629	3.87573e-06	1.15244e+08	2.50233e-08	3.29886e-11		0.00000	0.00000	4.14246e-09
qi_treated28_top-data-2023.04.26-17.04.50.562_15074.jpk-qi-series	15074	5.26926e-06	7.36521e-06	-2.10365e-07	-0.00519263	3.99835e-06	1.15242e+08	2.85400e-08	-1.91967e-11		0.00000	0.00000	7.67905e-09
qi_treated28_top-data-2023.04.26-17.04.50.562_15075.jpk-qi-series	15075	5.42551e-06	7.36521e-06	-2.10744e-07	-0.00513145	4.32048e-06	1.03741e+08	-2.28361e-07	1.31751e-10		0.00000	0.00000	2.95548e-09
qi_treated28_top-data-2023.04.26-17.04.50.562_15076.jpk-qi-series	15076	5.58176e-06	7.36521e-06	-2.11109e-07	-0.00508003	4.33671e-06	1.02885e+08	-1.49294e-07	1.17938e-10		0.00000	0.00000	3.73104e-09
qi_treated28_top-data-2023.04.26-17.04.50.562_15077.jpk-qi-series	15077	5.73801e-06	7.36521e-06	-2.10943e-07	-0.00513483	4.34303e-06	3.74575e+07	2.02358e-08	-1.29378e-10		0.00000	0.00000	1.08871e-08
qi_treated28_top-data-2023.04.26-17.04.50.562_15078.jpk-qi-series	15078	5.89426e-06	7.36521e-06	-2.09656e-07	-0.00530898	4.40406e-06	1.01615e+08	2.66187e-08	-1.10224e-10		0.00000	0.00000	6.05333e-09
qi_treated28_top-data-2023.04.26-17.04.50.562_15079.jpk-qi-series	15079	6.05051e-06	7.36521e-06	-2.09965e-07	-0.00524208	4.49885e-06	7.90239e+07	2.81470e-08	-8.19391e-11		0.00000	0.00000	3.27658e-09
qi_treated28_top-data-2023.04.26-17.04.50.562_15080.jpk-qi-series	15080	6.20676e-06	7.36521e-06	-2.11455e-07	-0.00506469	4.81116e-06	5.76677e+07	-1.65959e-07	5.48969e-12		0.00000	0.00000	9.07634e-09
qi_treated28_top-data-2023.04.26-17.04.50.562_15081.jpk-qi-series	15081	6.36301e-06	7.36521e-06	-2.10283e-07	-0.00522691	4.75704e-06	6.49270e+07	-3.43199e-08	2.21542e-10		0.00000	0.00000	6.05367e-09
qi_treated28_top-data-2023.04.26-17.04.50.562_15082.jpk-qi-series	15082	6.51926e-06	7.36521e-06	-2.09499e-07	-0.00531867	4.72977e-06	6.83554e+07	-2.16944e-08	1.27699e-10		0.00000	0.00000	3.81401e-09
qi_treated28_top-data-2023.04.26-17.04.50.562_15083.jpk-qi-series	15083	6.67551e-06	7.36521e-06	-2.10691e-07	-0.00518420	4.74499e-06	3.83733e+07	-1.23844e-07	-4.59150e-11		0.00000	0.00000	9.37899e-09
qi_treated28_top-data-2023.04.26-17.04.50.562_15084.jpk-qi-series	15084	6.83176e-06	7.36521e-06	-2.10281e-07	-0.00518655	4.47897e-06	4.76174e+07	3.38153e-08	-1.17234e-11		0.00000	0.00000	4.58530e-09
qi_treated28_top-data-2023.04.26-17.04.50.562_15085.jpk-qi-series	15085	6.98801e-06	7.36521e-06	-2.10227e-07	-0.00520400	4.41787e-06	3.55357e+07	3.36512e-08	-5.70375e-12		0.00000	0.00000	7.41769e-09
qi_treated28_top-data-2023.04.26-17.04.50.562_15086.jpk-qi-series	15086	7.14426e-06	7.36521e-06	-2.11333e-07	-0.00504967	4.71829e-06	5.46211e+07	-1.75936e-08	1.20078e-10		0.00000	0.00000	5.78979e-09
qi_treated28_top-data-2023.04.26-17.04.50.562_15087.jpk-qi-series	15087	7.30051e-06	7.36521e-06	-2.07190e-07	-0.00556773	5.19225e-06	5.54951e+07	1.68812e-08	-2.03160e-10		0.00000	0.00000	5.97119e-09
qi_treated28_top-data-2023.04.26-17.04.50.562_15088.jpk-qi-series	15088	7.45676e-06	7.36521e-06	-2.11355e-07	-0.00508328	5.58603e-06	5.36648e+07	5.97146e-09	2.10745e-10		0.00000	0.00000	6.04294e-09
qi_treated28_top-data-2023.04.26-17.04.50.562_15089.jpk-qi-series	15089	7.61301e-06	7.36521e-06	-2.07199e-07	-0.00552611	5.74485e-06	6.35094e+07	4.03519e-08	-4.49302e-10		0.00000	0.00000	8.40188e-09
qi_treated28_top-data-2023.04.26-17.04.50.562_15090.jpk-qi-series	15090	7.76926e-06	7.36521e-06	-2.12156e-07	-0.00501443	6.02529e-06	9.86000e+07	-9.75553e-08	1.61644e-10		0.00000	0.00000	5.72655e-09
qi_treated28_top-data-2023.04.26-17.04.50.562_15091.jpk-qi-series	15091	7.92551e-06	7.36521e-06	-2.05107e-07	-0.00573671	6.11312e-06	9.49227e+07	2.44927e-08	-5.54026e-10		0.00000	0.00000	5.96853e-09
qi_treated28_top-data-2023.04.26-17.04.50.562_15092.jpk-qi-series	15092	8.08176e-06	7.36521e-06	-2.11490e-07	-0.00508517	6.46223e-06	4.91692e+07	-1.64776e-07	1.30227e-11		0.00000	0.00000	8.79301e-09
qi_treated28_top-data-2023.04.26-17.04.50.562_15093.jpk-qi-series	15093	8.23801e-06	7.36521e-06	-2.10972e-07	-0.00515586	6.46582e-06	9.74890e+07	-1.41897e-07	2.24996e-10		0.00000	0.00000	6.39064e-09
qi_treated28_top-data-2023.04.26-17.04.50.562_15094.jpk-qi-series	15094	8.39426e-06	7.36521e-06	-2.10392e-07	-0.00521014	6.46412e-06	6.66143e+07	-7.07226e-08	1.45518e-10		0.00000	0.00000	5.02253e-09
qi_treated28_top-data-2023.04.26-17.04.50.562_15095.jpk-qi-series	15095	8.55051e-06	7.36521e-06	-2.09284e-07	-0.00531022	6.46409e-06	5.62537e+07	3.43116e-08	4.61585e-10		0.00000	0.00000	9.92709e-09
qi_treated28_top-data-2023.04.26-17.04.50.562_15096.jpk-qi-series	15096	8.70676e-06	7.36521e-06	-2.11586e-07	-0.00507466	7.01821e-06	4.10392e+07	3.06444e-08	1.05096e-10		0.00000	0.00000	8.92094e-09
qi_treated28_top-data-2023.04.26-17.04.50.562_15097.jpk-qi-series	15097	8.86301e-06	7.36521e-06	-2.08944e-07	-0.00530644	7.20805e-06	5.85576e+07	7.45320e-09	7.24235e-11		0.00000	0.00000	4.03270e-09
qi_treated28_top-data-2023.04.26-17.04.50.562_15098.jpk-qi-series	15098	9.01926e-06	7.36521e-06	-2.06256e-07	-0.00554945	7.39540e-06	1.04434e+08	2.37752e-08	-4.67008e-10		0.00000	0.00000	7.58095e-09
qi_treated28_top-data-2023.04.26-17.04.50.562_15099.jpk-qi-series	15099	9.17551e-06	7.36521e-06	-2.07785e-07	-0.00540751	7.58425e-06	2.15794e+08	2.21944e-08	-2.31762e-10		0.00000	0.00000	8.85403e-09
qi_treated28_top-data-2023.04.26-17.04.50.562_15100.jpk-qi-series	15100	9.33176e-06	7.36521e-06	-2.05645e-07	-0.00561045	7.83316e-06	3.85665e+08	-1.49042e-07	-1.36809e-10		0.00000	0.00000	3.61191e-09
qi_treated28_top-data-2023.04.26-17.04.50.562_15101.jpk-qi-series	15101	9.48801e-06	7.36521e-06	-2.04044e-07	-0.00572347	7.79069e-06	3.67260e+08	1.19421e-08	-5.25664e-10		0.00000	0.00000	4.11108e-09
qi_treated28_top-data-2023.04.26-17.04.50.562_15102.jpk-qi-series	15102	9.64426e-06	7.36521e-06	-2.04586e-07	-0.00565132	7.89361e-06	2.69166e+08	1.32662e-08	-5.07163e-10		0.00000	0.00000	3.99420e-09
